Name;Name on Shirt;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Register Position;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Response/Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality/Tenacity;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency
XU HONG;XU;China;25;183;79;R;R;CB; CWP CB RB DMF RMF;1;64;82;84;82;78;80;78;77;75;76;74;79;76;64;83;71;70;79;80;75;79;50;75;6;5;5
LI XIAOPENG;LI;China;25;182;76;R;R;RMF; DMF CMF RMF;1;76;59;77;79;82;77;81;82;79;83;78;81;79;70;83;81;84;73;72;79;76;40;82;5;6;5
ALAN OAKES;OAKES;Inglaterra;25;174;75;R;R;CMF; DMF CMF AMF;1;76;80;82;90;76;68;75;79;77;83;81;81;81;74;79;73;78;71;82;83;81;49;84;6;5;4
CLINT MATHIS;MATHIS;Estados Unidos da America;25;178;77;R;R;CF; LMF RMF AMF LWF RWF SS CF;1;85;45;84;84;86;82;86;84;82;77;74;76;76;83;86;75;77;84;79;82;85;51;80;6;8;7
TAGNA;TAGNA;Argentina;25;186;79;R;R;RWF; RMF RWF CF;2;68;31;67;65;75;68;70;67;77;60;60;58;62;63;83;60;50;75;68;67;79;49;76;5;5;5
TILKOWSKI;TILKOWSKI;Alemanha;25;182;77;R;R;GK; GK;1;30;95;87;66;69;91;80;50;51;52;56;58;61;44;86;43;44;46;87;51;82;90;83;6;4;4
THOMAS HELMER;HELMER;Alemanha;25;185;76;L;R;CB; CWP CB;1;65;89;86;84;77;84;78;77;76;78;79;77;78;69;86;71;73;90;84;78;86;50;85;6;5;5
ENRIQUE BORJA;BORJA;Mexico;25;176;65;R;R;CF; CF;1;89;42;80;84;85;88;86;84;85;77;78;71;73;87;85;72;75;84;84;83;82;50;78;6;6;6
PABLO ALFARO;ALFARO;Espanha;25;185;82;R;R;CB; CB;1;62;82;86;83;76;82;75;73;72;73;74;74;79;66;81;66;68;82;84;73;85;50;80;7;5;4
H. LOZANO;LOZANO;Colombia;25;192;84;R;R;CMF; DMF CMF;2;77;72;86;87;84;80;83;79;79;85;81;84;80;75;85;68;71;84;83;85;84;50;87;6;6;4
G. OCHOA;OCHOA;Mexico;25;185;78;R;R;GK; GK;1;30;89;80;63;73;93;79;58;55;56;54;62;68;45;81;45;45;55;92;57;80;84;77;6;4;4
M. LANDREAU;LANDREAU;Franca;25;184;80;R;R;GK; GK;1;30;89;83;72;69;94;82;55;52;60;57;65;69;45;82;45;48;53;93;53;84;86;79;7;4;4
EMMERICH;EMMERICH;Alemanha;25;184;80;L;R;CF; LWF SS CF;1;90;48;86;83;83;86;84;84;80;79;76;79;80;90;91;79;78;82;84;83;83;50;80;7;4;4
K. D. SIELOFF;SIELOFF;Alemanha;25;178;79;R;R;CWP; CWP CB DMF;1;70;87;87;83;80;84;75;79;73;81;78;78;80;71;88;70;67;84;84;80;86;50;84;6;6;7
HANSI M�LLER;H. MULLER;Alemanha;25;179;77;L;R;AMF; CMF AMF SS;1;84;63;81;82;81;83;81;88;77;91;83;90;84;83;87;87;90;76;75;92;78;40;85;5;6;4
BURGSM�LLER;BURGSMULLER;Alemanha;25;177;70;R;R;SS; AMF SS CF;2;91;46;78;85;84;87;86;87;83;82;78;81;77;90;83;70;77;84;83;86;83;50;82;8;6;6
SOGAHATA;SOGAHATA;Japao;25;187;80;R;R;GK; GK;1;40;81;85;69;74;84;79;43;54;47;59;64;70;45;84;48;46;48;82;50;76;85;78;7;4;4
ATSUTO UCHIDA;UCHIDA;Japao;25;176;67;R;R;RB; RB;1;72;72;76;88;85;78;84;79;83;78;79;78;78;69;79;68;80;71;75;80;77;40;78;6;5;5
YASUTO HONDA;HONDA;Japao;25;166;64;R;R;DMF; DMF CMF LMF RMF;2;63;72;71;89;79;78;84;70;68;70;70;71;67;61;76;62;62;68;75;72;82;50;78;7;6;6
BEERAMOCH;BEERAMOCH;Austria;25;183;76;L;R;CMF; CMF LMF AMF;2;64;65;65;69;76;62;59;78;65;70;64;58;64;60;73;40;59;68;76;71;69;50;60;5;4;3
M. BERNAL;BERNAL;Mexico;25;179;74;R;R;DMF; CB DMF CMF;2;69;78;83;89;80;85;83;75;81;84;84;75;75;76;94;85;85;75;83;83;85;50;84;6;7;7
SINHA;SINHA;Mexico;25;164;67;R;R;AMF; CMF RMF AMF SS;1;81;46;79;83;77;77;83;87;81;85;82;87;82;76;83;81;84;74;75;88;83;45;85;6;6;5
JOS� CARDOZO;CARDOZO;Paraguai;25;183;81;R;R;CF; CF;2;90;35;84;82;83;88;82;82;80;74;74;73;73;88;85;69;79;91;84;84;85;50;85;6;8;7
ULLADIAZ;ULLADIAZ;Venezuela;25;182;72;R;R;GK; GK;1;30;70;78;60;65;75;77;63;61;62;63;70;65;61;64;63;55;62;70;61;64;75;68;4;3;3
MAURODAO;MAURODAO;Brasil;25;183;80;R;R;CB; CB;2;53;73;80;77;76;75;72;66;66;69;68;70;73;58;73;58;55;77;78;68;70;50;73;4;5;5
PONEDELNIK;PONEDELNIK;Russia;25;186;79;R;R;CF; CF;1;94;31;90;80;85;90;82;79;75;75;76;70;72;90;88;69;70;93;90;78;79;50;74;6;6;6
DE ARRASCAETA;ARRASCAETA;Uruguai;25;174;69;R;R;AMF; LMF RMF AMF LWF RWF SS;1;83;54;78;81;79;78;83;88;83;88;83;86;81;81;79;78;80;75;72;88;73;40;84;6;6;6
MEHDI TAREMI;TAREMI;Ira;25;187;83;R;R;CF; LWF SS CF;1;84;48;83;82;79;84;80;81;82;78;75;73;73;82;81;65;75;81;78;84;81;40;81;6;6;6
BILL HAMID;HAMID;Estados Unidos da America;25;191;96;R;R;GK; GK;1;30;83;93;62;71;87;73;53;55;52;63;52;68;42;88;44;49;47;80;56;75;79;71;5;4;4
ILMENEMCIL;ILMENEMCIL;Turquia;25;176;70;R;R;CB; CB DMF;2;70;75;76;69;67;65;66;61;59;68;52;63;54;70;70;54;50;80;76;69;66;50;66;5;3;3
M. SIMEUNOVI?;SIMEUNOVIC;Eslovenia;25;190;88;R;R;GK; GK;1;30;75;87;68;69;78;78;48;56;52;55;56;58;45;78;44;46;61;82;50;73;50;73;5;4;4
KJETIL REKDAL;REKDAL;Noruega;25;187;81;R;R;DMF; CWP DMF CMF;1;77;79;86;88;78;84;75;82;76;87;82;85;84;76;88;74;78;85;81;83;91;50;88;7;6;6
F. RODR�GUEZ;MAZA;Mexico;25;191;79;R;R;CB; CB;1;65;83;86;82;76;83;73;72;73;75;77;78;82;67;84;65;70;84;79;73;78;50;78;6;4;4
RAM�N MORALES;MORALES;Mexico;25;169;65;L;R;LMF; LB CMF LMF AMF LWF;1;77;63;75;81;81;82;84;80;80;80;82;84;87;77;85;84;83;71;77;84;79;45;82;6;5;5
OSKASZOW;OSKASZOW;Polonia;25;187;77;R;R;CF; AMF SS CF;1;83;43;78;77;69;76;76;69;74;78;76;71;70;78;72;66;63;86;84;68;67;50;68;5;5;5
CHARLIE COOKE;COOKE;Escocia;25;175;76;R;R;RWF; LMF RMF AMF LWF RWF;1;82;51;79;86;86;77;89;89;91;84;79;88;82;74;83;73;84;71;74;88;79;50;87;6;7;7
WENDERGLAS;WENDERGLAS;Alemanha;25;182;73;R;R;CB; CWP CB DMF;2;54;72;66;77;75;75;73;67;63;66;60;63;61;54;69;54;56;70;74;65;69;50;69;4;5;5
MAYA YOSHIDA;YOSHIDA;Japao;25;189;80;R;R;CB; CB LB RB;1;65;82;83;83;78;81;77;71;70;73;73;75;79;66;84;65;69;83;82;78;82;50;78;5;5;5
NOTTERREN;NOTTERREN;Irlanda do Norte;25;189;82;R;R;CB; CB;2;38;68;59;61;67;55;50;56;48;47;52;49;45;35;52;31;30;52;59;53;75;50;48;5;5;5
YURI ZHIRKOV;ZHIRKOV;Russia;25;179;70;L;R;LMF; LB DMF CMF LMF LWF;2;77;66;77;88;86;76;87;83;86;79;76;84;83;74;83;76;82;67;76;86;79;50;81;6;4;3
TAKUMI HORIIKE;HORIIKE;Japao;25;173;69;R;R;RB; CB RB DMF;1;66;81;79;85;84;82;80;75;76;76;75;72;74;64;79;63;65;78;82;75;81;50;80;6;5;4
ERNESVILLE;ERNESVILLE;Rep. da Irlanda;25;182;76;R;R;AMF; AMF;0;70;38;58;60;61;65;51;73;81;76;59;65;59;46;64;54;50;53;54;59;53;50;54;5;5;5
FRANJO VLADI?;VLADIC;Bosnia e Herzegovina;25;170;62;L;R;AMF; CMF LMF AMF;1;84;51;76;82;81;82;83;87;82;87;84;94;85;80;83;80;87;77;79;90;81;45;91;6;5;4
A. G. ARASON;ARASON;Islandia;25;187;85;R;R;GK; GK;1;31;85;86;67;67;88;76;53;57;58;63;63;68;44;85;46;48;49;77;57;76;84;79;6;4;4
E. CRIBARI;CRIBARI;Brasil;25;187;79;R;R;CB; CB LB RB;1;63;83;87;82;79;83;77;74;73;72;73;75;77;66;85;66;69;86;80;74;83;50;82;7;5;5
A. GUDMUNDSSON;GUDMUNDSSON;Islandia;25;183;77;R;R;SS; AMF SS CF;1;84;43;75;81;82;79;85;87;79;85;79;83;78;83;81;76;78;72;74;89;79;40;83;6;6;5
E. GUDJOHNSEN;GUDJOHNSEN;Islandia;25;185;82;R;R;SS; AMF LWF RWF SS CF;1;85;55;86;85;82;84;82;87;83;84;82;81;77;84;85;76;82;83;81;86;83;50;87;7;7;6
MEICHELKUHN;MEICHELKUHN;Suica;25;183;76;R;R;DMF; DMF;2;60;59;59;77;65;61;75;60;58;59;55;66;75;30;46;45;55;82;77;53;60;50;49;4;5;4
HREIDARSSON;HREIDARSSON;Islandia;25;186;83;L;R;LB; CB LB;1;69;76;87;81;80;74;77;73;76;72;74;71;75;67;76;64;65;86;85;72;78;50;69;6;4;4
T. GUDMUNDSSON;GUDMUNDSSON;Islandia;25;176;73;L;R;CF; LWF CF;1;84;43;85;84;84;85;82;82;85;79;77;78;79;83;88;87;88;81;83;84;82;50;81;7;7;7
APRIAT;APRIAT;Costa do Marfim;25;178;70;L;R;LMF; LMF;2;70;64;70;73;76;70;74;71;72;67;66;68;68;71;81;57;66;71;77;67;67;50;75;4;4;4
J�N KOZ�K;KOZAK;Eslovaquia;25;183;78;R;R;AMF; CMF AMF;1;81;61;80;84;83;81;80;85;78;87;82;84;80;78;82;72;78;81;80;86;80;45;84;6;7;7
ADRIANO FEGIC;FEGIC;Eslovenia;25;183;75;R;R;SS; AMF SS CF;1;84;44;83;81;80;77;84;86;79;85;81;82;77;79;84;73;83;78;80;86;78;45;81;6;6;6
CAVAGNIER;CAVAGNIER;????;25;187;83;R;R;CF; CF;2;75;41;63;68;68;69;53;57;62;74;62;56;62;65;67;59;58;60;68;61;70;50;59;5;4;5
WERNER ROTH;ROTH;Estados Unidos da America;25;183;79;R;R;RB; CWP CB LB RB DMF;1;62;77;80;79;79;80;78;82;71;80;73;81;75;68;82;66;78;79;82;78;82;50;84;6;6;6
BOGI?EVI?;BOGICEVIC;Servia;25;185;81;L;R;CMF; CWP CB DMF CMF;2;81;75;85;85;80;85;79;84;77;88;86;88;84;75;84;77;82;78;82;86;76;50;83;5;5;5
KOLKKA;KOLKKA;Finlandia;25;175;71;R;R;RWF; LMF RMF LWF RWF;1;81;47;78;82;87;76;85;83;85;80;80;81;84;74;79;74;76;66;74;84;78;40;77;6;6;6
RAM�N MIFFLIN;MIFFLIN;Peru;25;167;70;R;R;CMF; DMF CMF AMF;1;82;67;76;85;81;79;86;85;83;90;83;86;81;76;81;77;82;74;80;89;78;45;89;6;6;4
R. CABA�AS;CABANAS;Paraguai;25;181;78;R;R;CF; AMF SS CF;1;87;48;84;86;85;87;85;82;84;80;77;75;75;85;88;82;77;88;88;83;87;50;83;6;6;6
CHINAGLIA;CHINAGLIA;Italia;25;186;81;R;R;CF; CF;1;90;40;90;82;84;93;83;84;81;76;72;66;71;90;88;80;78;92;84;82;83;50;77;7;7;6
C�SAR;CESAR;Brasil;25;181;71;L;R;LB; LB LMF;1;77;55;75;84;83;78;86;83;85;79;76;82;80;77;83;76;81;79;77;83;77;50;78;7;5;4
GOTSMANOV;GOTSMANOV;Bielorrusia;25;174;73;R;R;LMF; CMF LMF RMF AMF LWF RWF SS;2;81;64;80;89;88;78;83;83;82;82;79;85;81;76;85;78;82;77;80;83;84;50;83;6;5;6
BANISHEVSKIY;BANISHEVSKIY;???????????;25;177;75;L;R;CF; LWF RWF CF;2;84;33;84;80;88;81;90;86;85;75;76;77;79;83;85;78;81;87;85;87;80;50;75;6;6;6
CHRIS GUNTER;GUNTER;Pais de Gales;25;180;76;R;R;RB; CB LB RB;1;68;78;82;86;83;80;78;75;82;72;73;75;72;63;79;63;63;78;83;75;79;50;78;6;5;5
V. GUTSAEV;GUTSAEV;Georgia;25;173;72;R;R;SS; LMF RMF LWF RWF SS;1;84;44;80;82;86;80;89;92;88;83;78;83;82;79;83;76;79;70;73;90;80;40;79;6;6;6
GIVI CHOKHELI;CHOKHELI;Georgia;25;183;80;R;R;CB; CB RB;1;60;83;88;81;82;80;76;75;73;77;71;75;76;60;80;63;67;81;80;76;88;50;78;6;6;5
ZBURANOUKI;ZBURANOUKI;Israel;25;186;76;R;R;CF; RMF RWF CF;2;77;34;77;65;75;64;71;68;67;45;56;69;71;72;83;42;68;78;68;66;89;50;77;6;4;4
N. SCOPONI;SCOPONI;Argentina;25;188;84;R;R;GK; GK;1;30;84;86;69;70;90;82;55;55;62;63;63;66;45;82;46;49;45;83;55;83;86;83;6;4;4
F. LOMBARDO;LOMBARDO;Argentina;25;177;73;R;R;RB; CB RB;1;62;83;83;90;84;84;86;75;78;76;75;78;76;65;83;67;68;80;84;77;85;50;86;4;5;4
ZANABRIA;ZANABRIA;Argentina;25;168;64;L;R;AMF; CMF AMF SS;1;85;57;77;83;83;85;87;87;87;87;84;88;85;83;82;87;88;68;70;89;86;40;91;6;5;4
I. SCOCCO;SCOCCO;Argentina;25;177;74;R;R;SS; LWF RWF SS CF;1;83;40;75;82;84;83;86;87;84;82;79;81;78;84;85;82;83;71;73;85;72;40;82;5;6;5
JUAN SIM�N;J. SIMON;Argentina;25;181;72;R;R;CWP; CWP CB RB;2;59;90;83;79;77;87;78;75;72;77;72;77;78;61;81;62;68;81;82;77;87;50;85;6;5;5
TATA MARTINO;MARTINO;Argentina;25;175;66;R;R;CMF; CMF AMF;1;75;62;78;88;82;85;83;84;82;88;85;87;84;74;83;78;82;73;80;85;86;50;91;8;6;6
A. GALLEGO;GALLEGO;Argentina;25;170;71;R;R;DMF; CWP CB DMF;1;69;81;85;88;75;87;80;83;75;85;77;83;78;69;79;66;73;75;81;83;91;50;87;7;5;5
ISMODHRA;ISMODHRA;Grecia;25;182;72;L;R;CB; CB;2;32;81;76;68;64;72;56;48;67;57;52;64;64;43;62;56;39;66;69;67;55;51;58;5;4;5
POCHETTINO;POCHETTINO;Argentina;25;182;78;R;R;CB; CWP CB LB RB;2;60;86;86;82;77;85;78;74;72;75;76;75;75;63;81;62;65;85;86;75;87;50;82;6;6;5
L. BERNARDI;BERNARDI;Argentina;25;172;75;R;R;CMF; DMF CMF AMF;1;76;73;85;87;73;80;78;83;73;85;80;87;79;72;82;73;78;70;75;85;84;40;86;6;5;5
�NGEL PERUCCA;PERUCCA;Argentina;25;173;68;R;R;DMF; CB DMF CMF AMF;1;75;80;83;87;78;87;81;83;78;86;82;85;80;76;83;77;78;80;83;84;87;50;88;4;5;5
J. V. PINTO;JOAO PINTO;Portugal;25;171;64;R;R;SS; AMF SS CF;1;84;44;72;84;84;85;89;87;86;83;80;82;78;81;80;73;77;87;92;88;81;50;85;6;6;5
J. LIBONATTI;LIBONATTI;Argentina;25;170;71;R;R;CF; SS CF;1;91;38;78;82;84;87;89;91;86;83;81;84;80;88;86;78;81;80;82;89;80;50;80;8;7;5
S. ALMIR�N;ALMIRON;Argentina;25;174;71;L;R;LWF; LWF SS CF;1;83;39;78;82;80;83;85;80;82;75;74;79;79;80;88;86;74;76;83;84;74;50;76;6;5;6
E. �LVAREZ;ALVAREZ;Uruguai;25;182;80;L;R;CB; CWP CB LB;2;67;88;87;85;79;86;78;76;75;77;76;78;77;68;78;67;69;87;86;78;84;50;81;7;5;5
ABEL BRAGA;ABEL;Brasil;25;187;83;R;R;CB; CB;2;70;85;89;82;78;83;75;75;77;76;76;77;77;70;86;68;68;88;86;76;86;50;84;7;5;5
M'BIDA;MBIDA;Camaroes;25;183;80;R;R;CMF; CMF AMF;1;78;61;82;86;80;80;83;85;81;84;80;78;77;78;83;76;81;73;79;86;80;50;87;6;5;5
HORACIO TROCHE;TROCHE;Uruguai;25;173;70;R;R;CB; CWP CB DMF;2;61;90;83;83;79;89;81;76;74;78;75;81;77;67;81;64;68;81;85;78;85;50;83;6;7;7
SIMONE BARONE;BARONE;Italia;25;179;75;R;R;CMF; DMF CMF;1;71;75;84;87;77;83;76;77;73;77;83;82;78;72;84;67;70;75;76;82;81;40;85;7;5;4
JUAN MUJICA;MUJICA;Uruguai;25;176;74;L;R;LB; LB;1;74;76;81;88;82;81;85;78;83;77;78;78;77;70;87;77;83;75;77;79;83;50;84;6;4;4
CARLO RADICE;RADICE;Italia;25;186;82;R;R;RWF; RWF CF;2;86;33;88;76;76;86;76;73;70;76;75;77;79;84;95;74;68;89;80;73;81;50;76;6;5;4
LUIS UBI�A;UBINA;Uruguai;25;178;77;R;R;RB; RB;1;74;78;85;85;83;81;81;78;80;77;77;78;78;69;83;67;80;79;82;78;84;50;83;7;5;5
JOS� HERRERA;HERRERA;Uruguai;25;182;73;R;R;DMF; CB LB RB DMF CMF;1;72;75;81;86;82;81;81;82;79;83;83;82;82;73;87;81;79;83;83;82;85;50;86;7;5;5
ALEKGINTURA;ALEKGINTURA;Venezuela;25;189;81;R;R;RMF; LMF RMF;2;66;45;64;80;78;70;81;79;78;66;64;70;66;60;77;61;65;63;71;76;65;50;69;4;5;6
DANIEL FONSECA;FONSECA;Uruguai;25;183;77;L;R;CF; LWF RWF SS CF;1;87;39;81;83;86;87;86;86;87;78;80;78;77;84;86;83;84;82;82;85;74;50;77;6;6;5
AN�BAL CIOCCA;CIOCCA;Uruguai;25;183;73;R;R;SS; AMF SS CF;2;86;43;80;83;82;87;85;89;81;90;80;88;79;85;80;78;81;79;79;87;85;45;89;6;5;5
Y. TESSEMA;TESSEMA;???????;25;169;67;R;R;CF; CF;1;85;33;77;80;84;84;86;83;85;77;73;70;72;85;79;64;66;69;74;84;77;40;74;6;6;5
JUAN HOHBERG;HOHBERG;Uruguai;25;178;73;R;R;SS; SS CF;1;90;45;85;84;83;88;84;86;86;81;79;78;76;92;88;79;83;86;85;84;86;50;81;6;5;5
S. GUALCO;GUALCO;Argentina;25;173;70;R;R;GK; GK;1;31;90;82;70;72;90;86;53;58;54;59;62;65;45;83;45;47;45;93;56;88;87;80;7;5;5
MIGUEL BORD�N;BORDON;Argentina;25;183;77;R;R;LB; CB LB RB;2;76;73;80;84;81;78;81;78;77;79;78;85;81;73;90;90;88;78;83;79;74;50;79;6;5;5
BARZAGLI;BARZAGLI;Italia;25;187;85;R;R;CB; CB;1;55;92;87;81;84;87;74;76;77;78;78;77;76;63;78;63;71;81;83;75;83;50;86;7;5;5
JORGE OLGU�N;OLGUIN;Argentina;25;176;71;R;R;CB; CWP CB RB;2;72;83;83;86;81;83;81;82;81;80;77;84;81;72;84;75;80;79;83;82;83;50;83;6;6;5
R. FERN�NDEZ;FERNANDEZ;Paraguai;25;168;63;R;R;SS; AMF SS CF;1;88;40;75;84;84;86;86;85;84;85;83;83;81;87;83;78;78;83;83;86;83;50;84;6;6;6
�NGEL ZUBIETA;ZUBIETA;Espanha;25;187;86;R;R;DMF; CB DMF CMF LMF RMF;1;71;81;88;87;82;84;79;82;78;85;79;86;81;73;85;75;77;83;85;84;90;50;91;7;6;6
M. J�RGENSEN;JORGENSEN;Dinamarca;25;180;75;R;R;RMF; CMF LMF RMF AMF LWF RWF;1;82;55;79;88;86;80;84;89;83;87;81;86;81;78;84;82;84;69;71;87;79;40;84;6;7;6
RINALDO MARTINO;R. MARTINO;Argentina;25;171;74;R;R;SS; AMF SS CF;1;92;44;80;83;82;85;87;93;86;90;81;89;78;86;90;79;81;79;78;92;81;40;85;7;6;6
ADAILTON;ADAILTON;Brasil;25;175;71;L;R;SS; LMF RMF AMF LWF RWF SS;1;78;48;76;81;78;81;82;85;81;83;78;82;81;79;82;85;89;78;78;84;77;45;78;6;7;6
KANNEMANN;KANNEMANN;Argentina;25;184;78;L;R;CB; CB LB;2;65;83;86;83;84;90;77;76;79;69;72;72;72;65;78;62;70;83;91;73;86;50;76;6;4;3
H�CTOR VEIRA;VEIRA;Argentina;25;178;70;L;R;AMF; AMF SS;1;84;34;77;79;82;77;87;93;85;88;79;88;78;85;82;86;87;72;74;93;75;40;79;6;5;4
H�CTOR SCOTTA;SCOTTA;Argentina;25;167;69;R;R;CF; LWF RWF SS CF;1;89;36;86;83;81;89;83;78;82;76;76;74;77;89;94;82;81;85;82;82;84;49;79;7;5;4
ROMAGNOLI;ROMAGNOLI;Argentina;25;172;65;R;R;AMF; CMF LMF RMF AMF SS;1;80;50;76;82;82;78;87;93;85;88;84;87;80;81;81;88;87;67;76;90;85;40;85;6;6;6
JOS� SANFILIPPO;SANFILIPPO;Argentina;25;168;70;R;R;CF; SS CF;2;94;31;79;79;83;87;88;89;86;83;77;82;76;93;83;78;75;79;78;89;80;45;74;6;6;6
LUIS GALLO;GALLO;Argentina;25;175;73;R;R;RB; RB RMF;2;69;76;82;86;83;80;82;74;79;77;74;84;80;69;83;71;80;75;79;77;79;50;81;6;5;4
E. PAPA;PAPA;Argentina;25;171;69;L;R;LB; LB LMF;1;75;64;75;90;83;73;82;80;78;78;78;81;78;72;77;74;81;68;75;80;76;40;85;6;4;4
BASUALDO;BASUALDO;Argentina;25;177;74;R;R;CMF; LB RB DMF CMF LMF RMF AMF;2;76;71;78;89;78;83;81;83;80;85;81;84;80;73;83;76;79;78;80;83;85;50;90;6;6;6
BASSEDAS;BASSEDAS;Argentina;25;176;74;R;R;CMF; CMF LMF RMF AMF;1;77;68;75;85;82;80;83;83;78;86;73;84;77;75;79;77;82;61;69;86;68;40;85;6;6;6
CARLOS BIANCHI;BIANCHI;Argentina;25;178;72;R;R;CF; CF;1;91;32;82;82;83;90;85;79;79;73;72;68;67;90;83;81;73;87;87;87;80;50;76;6;7;6
NERY PUMPIDO;PUMPIDO;Argentina;25;182;80;R;R;GK; GK;1;30;93;80;63;75;92;76;50;53;53;59;57;63;45;79;54;57;62;85;53;78;89;73;6;4;5
MANCUSO;MANCUSO;Argentina;25;178;82;L;R;DMF; DMF CMF;2;71;77;84;92;76;86;77;72;64;75;78;78;81;73;84;70;71;68;81;75;65;50;74;7;4;4
BORTEMIN;BORTEMIN;Chile;25;180;82;R;R;AMF; DMF CMF AMF;2;66;43;60;61;66;59;69;69;67;76;68;77;65;49;58;76;67;52;52;65;65;50;54;5;4;2
KRISTINSSON;KRISTINSSON;Islandia;25;183;76;R;R;GK; GK;2;30;85;84;69;69;88;81;53;57;58;60;61;63;46;81;47;50;48;85;52;79;85;82;7;4;4
J. L. PAVONI;PAVONI;Argentina;25;176;81;R;R;CB; CB;1;58;85;87;80;77;85;76;75;76;77;72;77;74;65;80;61;68;84;83;76;85;50;77;6;5;5
EDVALDSSON;EDVALDSSON;Islandia;25;193;83;R;R;CMF; CB DMF CMF AMF SS CF;1;66;64;82;77;80;72;80;75;74;70;67;70;68;69;78;53;56;68;83;70;68;50;69;2;4;4
SERGIO BATISTA;BATISTA;Argentina;25;186;82;R;R;DMF; DMF CMF;2;69;83;87;87;72;80;70;79;72;85;80;85;78;70;82;76;68;77;76;82;84;50;89;6;6;5
ZUMELZ�;ZUMELZU;Argentina;25;178;76;R;R;DMF; DMF;1;70;72;84;84;73;83;74;80;74;82;77;80;75;69;80;68;67;74;76;83;85;45;86;6;5;5
BAMBANG;B. PAMUNGKAS;Indonesia;25;171;68;R;R;CF; SS CF;2;83;36;75;77;80;83;79;77;78;72;69;64;68;82;81;73;72;85;87;79;72;50;74;4;5;5
Z. LUBIS;LUBIS;Indonesia;25;168;66;R;R;AMF; AMF;1;80;43;70;78;78;69;83;80;79;84;77;80;78;75;79;68;74;61;67;80;66;40;83;5;6;5
P. ANASTASI;ANASTASI;Italia;25;173;71;R;R;CF; LWF RWF SS CF;1;90;42;77;82;87;95;85;86;86;79;74;80;74;86;82;63;67;86;89;82;79;50;78;7;7;5
W. BOGARTE;BOGARTE;Holanda;25;189;86;L;R;LB; LB LMF LWF;1;71;70;88;87;84;80;77;75;75;74;76;78;75;60;83;68;69;78;82;76;81;50;73;5;5;4
SELMOSSON;SELMOSSON;Italia;25;170;73;R;R;SS; LMF AMF LWF SS;1;87;38;80;82;87;79;91;90;91;82;79;83;80;83;89;74;80;81;86;88;75;50;77;7;7;7
G. TRIVELLINI;TRIVELLINI;Italia;25;175;69;R;R;GK; GK;1;30;91;79;66;70;88;81;50;48;56;53;57;53;43;78;42;44;48;84;52;84;89;77;6;5;5
MILAN RAPAI?;RAPAIC;Croacia;25;182;78;L;R;LMF; LMF RMF AMF LWF RWF;1;83;49;84;81;82;76;86;87;85;84;79;88;85;81;88;87;88;70;74;88;73;40;79;6;4;4
PATRIZIO SALA;SALA;Italia;25;176;70;R;R;DMF; CB DMF;1;68;80;84;93;84;85;84;78;80;78;81;81;81;69;83;70;72;77;85;78;88;50;87;7;5;5
CAMPATELLI;CAMPATELLI;Italia;25;176;73;R;R;CMF; DMF CMF LMF RMF AMF LWF RWF SS;2;74;78;79;92;83;86;84;78;80;82;83;80;79;75;85;74;78;72;82;78;87;50;91;8;6;5
A. BALLARIN;BALLARIN;Italia;25;175;73;R;R;RB; CB RB;1;67;88;86;85;83;86;82;76;79;76;77;79;80;67;84;67;70;87;88;78;90;50;84;8;5;5
F. VARALLO;VARALLO;Argentina;25;168;70;R;R;CF; LWF RWF SS CF;1;92;32;84;81;81;90;85;81;83;78;75;74;76;89;92;76;72;76;78;82;87;45;77;6;7;7
FABIO PETRUZZI;PETRUZZI;Italia;25;175;73;R;R;CB; CB;1;65;83;82;83;80;85;79;74;77;74;75;73;75;68;81;65;68;79;86;73;83;50;82;7;5;5
RIGAMONTI;RIGAMONTI;Italia;25;182;75;R;R;CB; CB;1;57;87;87;82;83;85;82;73;73;76;72;74;75;62;82;61;60;85;88;74;88;50;80;7;5;5
KOZMINSKI;KOZMINSKI;Polonia;25;178;76;L;R;LB; LB DMF;1;72;74;79;86;82;79;83;78;82;75;77;82;79;71;83;71;76;74;78;78;83;45;82;7;5;5
STANKEVICIUS;STANKEVICIUS;?????;25;190;85;R;R;RB; CB LB RB DMF CMF LMF RMF;2;72;74;86;90;83;81;81;78;83;74;76;81;83;71;85;77;76;79;80;79;84;50;84;7;5;5
LUGI DI BIAGIO;DI BIAGIO;Italia;25;175;74;R;R;DMF; CWP CB DMF CMF;1;75;80;84;87;75;88;76;78;75;84;86;87;87;75;89;82;83;87;83;83;90;50;88;6;6;5
IOAN SAB?U;SABAU;Romenia;25;182;75;R;R;CMF; CMF AMF;1;71;64;80;83;76;78;78;83;78;85;80;82;79;73;83;70;75;68;72;84;77;40;87;6;7;5
NICOLA BERTI;BERTI;Italia;25;186;76;R;R;CMF; DMF CMF LMF RMF;2;78;75;85;95;86;85;79;79;85;83;84;82;83;77;84;73;74;84;80;81;86;50;85;7;5;5
